identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
ACT-80002,unassigned_point,node/8974461104,no,37.4417409,-7.770162,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACT-90001,unassigned_point,node/7070360267,no,37.4690413,-7.4736938,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ADL-90001,unassigned_point,node/8289278913,no,38.7023813,-7.4056153,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ADV-00016,unassigned_point,node/10722216485,no,37.5118587,-8.0652652,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ADV-90001,unassigned_point,node/8270263996,no,37.5129029,-8.0600777,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AFE-00001,unassigned_point,node/8309577432,no,41.3447786,-6.9619164,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AFE-00002,unassigned_point,node/11767297700,no,41.341181,-6.9613807,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AGB-00001,unassigned_point,node/8286530711,no,40.8179452,-7.5413015,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGB-00002,unassigned_point,node/11896601089,no,40.8570734,-7.5068002,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGB-00003,unassigned_point,node/12959167087,no,40.7876944,-7.5920611,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,165 kW,1000
AGD-00005,unassigned_point,node/8419294373,no,40.5726252,-8.4393923,Iberdrola,yes,09:00-21:30,Mobi.E,,,,,+351 800 607 717,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00007,unassigned_point,node/8397323490,no,40.5778264,-8.4463915,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00009,unassigned_point,node/9247173585,no,40.594583,-8.457604,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
AGD-00013,unassigned_point,node/10967642830,no,40.6003169,-8.4621252,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00017,unassigned_point,node/11746437179,no,40.5719242,-8.515332,Iberdrola,yes,24/7,Mobi.E,,,,,+351 800 607 717,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
AGD-00018,unassigned_point,node/12132803535,no,40.528079,-8.448711,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
AGD-00020,unassigned_point,node/13763158793,no,40.6273008,-8.3729526,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,1000
AGD-00022,unassigned_point,node/13861312602,no,40.5183555,-8.427545,DTE,yes,24/7,Mobi.E,,,,,+351 912 872 459,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,1000
AGD-00023,unassigned_point,node/13763128357,no,40.5748051,-8.4433345,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,1000
AGD-00024,unassigned_point,node/13763160251,no,40.5841312,-8.4489651,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00025,unassigned_point,node/13763166026,no,40.5318228,-8.3670786,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00026,unassigned_point,node/13946013312,no,40.5608391,-8.4392591,DTE,yes,24/7,Mobi.E,,,,,+351 912 872 459,https://dte.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,1000
AGD-00027,unassigned_point,node/13850642503,no,40.5581248,-8.4378232,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00028,unassigned_point,node/13763165772,no,40.5695405,-8.3671792,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00029,unassigned_point,node/13763165770,no,40.5686889,-8.4903073,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00030,unassigned_point,node/13850642502,no,40.5645629,-8.5276222,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00031,unassigned_point,node/13763180342,no,40.6532142,-8.4583931,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00032,unassigned_point,node/13987670052,no,40.60808,-8.46223,DTE,yes,24/7,Mobi.E,,,,,+351 912 872 459,https://dte.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00033,unassigned_point,node/13763161719,no,40.5825841,-8.5021922,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00034,unassigned_point,node/13850642501,no,40.56208,-8.4641511,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00035,unassigned_point,node/13763204887,no,40.5963552,-8.5059795,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-00038,unassigned_point,node/13563851492,no,40.572414,-8.440548,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
AGD-00041,unassigned_point,node/13946119394,no,40.57533,-8.445067,DTE,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,160 kW,1000
AGD-00042,unassigned_point,node/13987661886,no,40.536354,-8.470663,DTE,yes,24/7,Mobi.E,,,,,+351 912 872 459,https://dte.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGD-90001,unassigned_point,node/8112609047,no,40.57724,-8.444938,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00001,unassigned_point,node/8082089909,no,38.6609449,-27.2332701,Galp Geste,yes,24/7,Mobi.E,Estrada Circular,Angra do Heroísmo,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AGH-00002,unassigned_point,node/9458801230,no,38.6684338,-27.2159209,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00003,unassigned_point,node/8220729785,no,38.6655184,-27.2035064,SEGMA,yes,24/7,Mobi.E,Via Rápida - Via Vitorino Nemésio,Angra do Heroísmo,,PT,+351 296 20 22 09,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AGH-00005,unassigned_point,node/9848051174,no,38.65563,-27.211655,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
AGH-00006,unassigned_point,node/9932668658,no,38.6556453,-27.2252382,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00007,unassigned_point,node/9932668657,no,38.6529725,-27.2239628,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00008,unassigned_point,node/9932668656,no,38.6566192,-27.2130892,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00010,unassigned_point,node/11033268447,no,38.6566565,-27.2191947,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGH-00012,unassigned_point,node/11829164598,no,38.6684326,-27.2635027,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
AGH-00013,unassigned_point,node/11829164597,no,38.6577698,-27.2143946,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
AGH-00014,unassigned_point,node/11829164596,no,38.6594232,-27.1191575,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
AGH-00015,unassigned_point,node/13959955370,no,38.656906,-27.231888,SEGMA,yes,24/7,Mobi.E,,,,,+351 296 20 22 09,https://www.segma.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGN-00001,unassigned_point,node/8510418198,no,40.2180218,-8.0550659,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGN-00003,unassigned_point,node/11305975102,no,40.2188902,-8.0574567,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGN-00006,unassigned_point,node/11773467674,no,40.2582149,-7.942912,Luzigás,yes,24/7,Mobi.E,,,,,+351 808 203 825,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AGN-00007,unassigned_point,node/8225031756,no,40.2242828,-8.0580166,Galp Power,yes,24/7,Mobi.E,EN 342-4,Arganil,,,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AJT-00001,unassigned_point,node/5137692863,no,37.9228613,-8.2415166,Galp Geste,yes,24/7,Mobi.E,Area de Serviço de Aljustrel sentido S/N,Aljustrel,,,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AJT-00002,unassigned_point,node/5137692864,no,37.9243842,-8.2438763,Galp Geste,yes,24/7,Mobi.E,Area de Serviço de Aljustrel sentido N/S,Aljustrel,,,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
AJT-00004,unassigned_point,node/8435997505,no,37.878103,-8.1635943,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AJT-00011,unassigned_point,node/10831642485,no,37.8845323,-8.1517417,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
AJZ-00001,unassigned_point,node/7296518412,no,37.4346502,-8.7686294,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AJZ-00004,unassigned_point,node/9783866981,no,37.3171999,-8.7981988,KLC Serviços,yes,24/7,Mobi.E,,,,,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
AJZ-00008,unassigned_point,node/12115804084,no,37.3184471,-8.7984391,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
ALB-00003,unassigned_point,node/7249654002,no,40.7134582,-8.4827369,Helexia II,yes,24/7,Mobi.E,,,,,+351 210 181 157,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00004,unassigned_point,node/8440774859,no,40.68515,-8.52118,Powerdot,yes,24/7,Mobi.E,EN 16,Albergaria-a-Velha,,,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ALB-00007,unassigned_point,node/10109931967,no,40.7129191,-8.4818165,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
ALB-00008,unassigned_point,node/7241151692,no,40.6908867,-8.4792229,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00010,unassigned_point,node/11910670627,no,40.690039,-8.474714,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00011,unassigned_point,node/12396659292,no,40.689876,-8.482333,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,80 kW,500
ALB-00012,unassigned_point,node/11910670620,no,40.68654,-8.472074,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00013,unassigned_point,node/12063761615,no,40.6873221,-8.47493,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00014,unassigned_point,node/12063761614,no,40.747133,-8.485678,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00015,unassigned_point,node/11910670626,no,40.6713508,-8.5579183,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00016,unassigned_point,node/11910670625,no,40.6390379,-8.5474361,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00025,unassigned_point,node/11762202550,no,40.6967356,-8.4804293,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00026,unassigned_point,node/13822480037,no,40.7543585,-8.485938,Galp Power,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
ALB-00027,unassigned_point,node/12075901733,no,40.6588431,-8.5363458,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00028,unassigned_point,node/12075901732,no,40.7412519,-8.4456028,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00029,unassigned_point,node/12075901731,no,40.6990963,-8.4615818,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00030,unassigned_point,node/12219380412,no,40.6208392,-8.5083627,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALB-00031,unassigned_point,node/12607338151,no,40.6819397,-8.4886812,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
ALB-00032,unassigned_point,node/13720872592,no,40.70529,-8.483313,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ALB-90002,unassigned_point,node/8112745324,no,40.6869052,-8.4803309,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,20,14 kW,400,0,0,0,0,0,0,0,0
ALD-00003,unassigned_point,node/9605768233,no,40.6185436,-6.8443239,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ALD-00004,unassigned_point,node/11033968440,no,40.6073791,-6.8274039,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,2,375,100 kW,1000
ALD-00007,unassigned_point,node/8225144350,no,40.6084942,-6.8279909,Prio.E,yes,24/7,Mobi.E,Avenida da Fronteira,Vilar Formoso,,,+351 800 100 303,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,90 kW,1000
ALD-00012,unassigned_point,node/10572522106,no,40.610646,-6.830446,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ALJ-80001,unassigned_point,node/8113054721,no,41.275828,-7.4771163,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALM-00004,unassigned_point,node/8119362926,no,38.6813853,-9.1595054,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ALM-00007,unassigned_point,node/8119362927,no,38.669354,-9.1654864,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ALM-00012,unassigned_point,node/7778155514,no,38.6475446,-9.2407981,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ALM-00016,unassigned_point,node/9033085853,no,38.6870406,-9.1474526,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ALM-00017,unassigned_point,node/9036258145,no,38.6412148,-9.2366971,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ALM-00018,unassigned_point,node/9036258144,no,38.6621788,-9.2016032,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ALM-00021,unassigned_point,node/7778234093,no,38.6702063,-9.1704163,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ALM-00022,unassigned_point,node/7778302985,no,38.6481653,-9.1834836,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ALM-00030,unassigned_point,node/9033085852,no,38.6576149,-9.1600628,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ALM-00031,unassigned_point,node/9440272696,no,38.665951,-9.197431,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALM-00032,unassigned_point,node/9458380038,no,38.6652084,-9.1797316,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ALM-00034,unassigned_point,node/9716350583,no,38.6624311,-9.1633099,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,200,120 kW,1000
ALM-00040,unassigned_point,node/7778396981,no,38.6356089,-9.1958276,Galp Geste,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ALM-00042,unassigned_point,node/9848264276,no,38.6678421,-9.1598906,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,150,60 kW,1000
ALM-00043,unassigned_point,node/9902496781,no,38.612967,-9.1889715,EDP,yes,08:00-24:00,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,200,120 kW,1000
ALM-00062,unassigned_point,node/11071979376,no,38.5784438,-9.1730946,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ALM-00071,unassigned_point,node/11333727921,no,38.647101,-9.2198105,Atlante,yes,09:00-21:00,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ALM-00073,unassigned_point,node/10246995937,no,38.6739955,-9.1598609,Atlante,yes,07:30-21:30,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
